rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
420,U.CASH,https://coinmarketcap.com/currencies/ucash/,UCASH,https://www.feixiaohao.com/currencies/ucash/,67950.3,https://u.cash,https://t.me/ucash,2018-02-10,3
421,OAX,https://coinmarketcap.com/currencies/oax/,OAX,https://www.feixiaohao.com/currencies/oax/,2204160.0,https://oax.org/,https://t.me/openanxteam,,5
422,Diamond,https://coinmarketcap.com/currencies/diamond/,DMD,https://www.feixiaohao.com/currencies/diamond/,66475.8,http://bit.diamonds,http://dmdcoin.slack.com/,,3
423,Radium,https://coinmarketcap.com/currencies/radium/,RADS,https://www.feixiaohao.com/currencies/radium/,162384.0,https://radiumcore.org/,https://telegram.me/RadiumOfficial,2015-05-25,4
424,TE-FOOD,https://coinmarketcap.com/currencies/te-food/,TFD,https://www.feixiaohao.com/currencies/te-food/,167725.0,https://ico.tefoodint.com/,https://t.me/tefood,2018-03-11,4
425,Cappasity,https://coinmarketcap.com/currencies/cappasity/,CAPP,https://www.feixiaohao.com/currencies/cappasity/,144948.0,"https://artoken.io/ , https://cappasity.com/",https://t.me/artoken,2017-12-07,3
426,E-Dinar Coin,https://coinmarketcap.com/currencies/e-dinar-coin/,EDR,https://www.feixiaohao.com/currencies/e-dinar-coin/,54448.2,https://edinarcoin.com/,https://telegram.me/EdinarCoincrypto,,3
427,Aeron,https://coinmarketcap.com/currencies/aeron/,ARN,https://www.feixiaohao.com/currencies/aeron/,4398060.0,https://aeron.aero/,https://t.me/aeronaero,2017-11-08,9
428,SIBCoin,https://coinmarketcap.com/currencies/sibcoin/,SIB,https://www.feixiaohao.com/currencies/sibcoin/,52921.3,"https://sibcoin.money/ , http://sibcoin.org","https://t.me/sibcoin_ru , https://t.me/sibcoinitaly",,5
429,Envion,https://coinmarketcap.com/currencies/envion/,EVN,https://www.feixiaohao.com/currencies/envion/,624122.0,https://www.envion.org,https://t.me/Envion,2018-02-16,3
430,Ormeus Coin,https://coinmarketcap.com/currencies/ormeus-coin/,ORME,https://www.feixiaohao.com/currencies/ormeus-coin/,3155960.0,https://ormeuscoin.com/,,2017-09-30,5
431,Covesting,https://coinmarketcap.com/currencies/covesting/,COV,https://www.feixiaohao.com/currencies/covesting/,66060.6,https://covesting.io/,https://t.me/covesting,2018-01-24,4
432,Banyan Network,https://coinmarketcap.com/currencies/banyan-network/,BBN,https://www.feixiaohao.com/currencies/banyan-network/,2342850.0,http://www.banyanbbt.org,https://t.me/BBNGlobalFans,2018-03-22,3
433,PolySwarm,https://coinmarketcap.com/currencies/polyswarm/,NCT,https://www.feixiaohao.com/currencies/polyswarm/,63587.4,https://polyswarm.io/,"https://t.me/PolySwarm , https://t.me/PolySwarmChinese",2018-04-11,4
434,LATOKEN,https://coinmarketcap.com/currencies/latoken/,LA,https://www.feixiaohao.com/currencies/latoken/,846623.0,https://latoken.com/,https://t.me/latoken,2017-10-26,5
435,aXpire,https://coinmarketcap.com/currencies/axpire/,AXP,https://www.feixiaohao.com/currencies/axpire/,82567.1,http://axpire.io,https://t.me/AxpireOfficial,2018-01-26,4
436,OneRoot Network,https://coinmarketcap.com/currencies/oneroot-network/,RNT,https://www.feixiaohao.com/currencies/oneroot-network/,499417.0,https://www.oneroot.io/en,https://t.me/OneRootProject,2018-01-15,0
437,SureRemit,https://coinmarketcap.com/currencies/sureremit/,RMT,https://www.feixiaohao.com/currencies/sureremit/,35985.7,https://token.sureremit.co/,https://t.me/sureremit/,2018-02-16,1
438,Hacken,https://coinmarketcap.com/currencies/hacken/,HKN,https://www.feixiaohao.com/currencies/hacken/,109499.0,https://hacken.io/,https://t.me/hacken_en,2018-01-10,3
439,Matryx,https://coinmarketcap.com/currencies/matryx/,MTX,https://www.feixiaohao.com/currencies/matryx/,264164.0,https://matryx.ai/,https://t.me/matryxai,2017-12-31,4
440,Polybius,https://coinmarketcap.com/currencies/polybius/,PLBT,https://www.feixiaohao.com/currencies/polybius/,13353.7,https://polybius.io/,https://t.me/polybius_eng,2017-07-07,5
441,Expanse,https://coinmarketcap.com/currencies/expanse/,EXP,https://www.feixiaohao.com/currencies/expanse/,415985.0,http://www.expanse.tech/,"https://telegram.me/ExpanseTech , http://slack.expanse.tech/",2015-09-04,6
442,DeviantCoin,https://coinmarketcap.com/currencies/deviantcoin/,DEV,https://www.feixiaohao.com/currencies/deviantcoin/,1066600.0,https://deviantcoin.io/,"https://t.me/DeviantDEV , https://discord.gg/Gp9zMXc",2018-04-18,5
443,Tao,https://coinmarketcap.com/currencies/tao/,XTO,https://www.feixiaohao.com/currencies/tao/,5029.11,http://tao.network/,,,1
444,BitClave,https://coinmarketcap.com/currencies/bitclave/,CAT,https://www.feixiaohao.com/currencies/bitclave/,923543.0,https://www.bitclave.com/,https://t.me/BitClaveCommunity,2018-01-03,2
445,MonetaryUnit,https://coinmarketcap.com/currencies/monetaryunit/,MUE,https://www.feixiaohao.com/currencies/monetaryunit/,129417.0,http://www.monetaryunit.org,https://mueslack.herokuapp.com/,,4
446,RevolutionVR,https://coinmarketcap.com/currencies/revolutionvr/,RVR,https://www.feixiaohao.com/currencies/revolutionvr/,245689.0,"http://revolutionvr.live/ , https://thevoxel.com/","https://t.me/revolutionvr , https://discord.gg/2bJfN9c",,0
447,FlorinCoin,https://coinmarketcap.com/currencies/florincoin/,FLO,https://www.feixiaohao.com/currencies/florincoin/,146175.0,http://flo.cash/,https://t.me/FLOblockchain,2013-06-17,2
448,Rentberry,https://coinmarketcap.com/currencies/rentberry/,BERRY,https://www.feixiaohao.com/currencies/rentberry/,54190.0,"https://ico.rentberry.com/ , https://rentberry.com/","https://t.me/joinchat/E6YjkQ2yQwBk9WaP0q-zMQ , https://t.me/RentberryNews",2018-04-07,4
449,SolarCoin,https://coinmarketcap.com/currencies/solarcoin/,SLR,https://www.feixiaohao.com/currencies/solarcoin/,14234.5,http://solarcoin.org/,https://solarcoin-group.slack.com/,,3
450,Divi,https://coinmarketcap.com/currencies/divi/,DIVX,https://www.feixiaohao.com/currencies/divi/,688678.0,https://www.diviproject.org/,"https://t.me/joinchat/EAdiTQ3yZk_GkqU0IdG-Gg , https://discord.gg/qtVUx38",2017-11-26,1
451,bitUSD,https://coinmarketcap.com/currencies/bitusd/,BITUSD,https://www.feixiaohao.com/currencies/bitusd/,1180480.0,http://bit.ly/BitShares_USD,,,1
452,Profile Utility Token,https://coinmarketcap.com/currencies/profile-utility-token/,PUT,https://www.feixiaohao.com/currencies/profile-utility-token/,2745270.0,https://www.robin8put.org/,https://t.me/Robin8_PUT,2018-01-17,3
453,Pareto Network,https://coinmarketcap.com/currencies/pareto-network/,PARETO,https://www.feixiaohao.com/currencies/pareto-network/,313899.0,https://pareto.network/,https://t.me/paretonetworkdiscussion,2018-02-03,4
454,Elixir,https://coinmarketcap.com/currencies/elixir/,ELIX,https://www.feixiaohao.com/currencies/elixir/,126790.0,http://elixirtoken.io/,"https://t.me/ElixirToken , https://discordapp.com/invite/mu4EJaz",2017-09-24,6
455,XPA,https://coinmarketcap.com/currencies/xpa/,XPA,https://www.feixiaohao.com/currencies/xpa/,12704.5,https://xpa.io/,https://t.me/joinchat/CvaXNg4T_y13oqxdix9y9w,,1
456,LUXCoin,https://coinmarketcap.com/currencies/luxcoin/,LUX,https://www.feixiaohao.com/currencies/luxcoin/,81665.4,https://luxcore.io/,"https://t.me/LUXcoreOfficial , https://discord.gg/27xFP5Y",2017-10-28,2
457,Maecenas,https://coinmarketcap.com/currencies/maecenas/,ART,https://www.feixiaohao.com/currencies/maecenas/,1779.15,http://www.maecenas.co/,,2017-10-19,4
458,Titanium BAR,https://coinmarketcap.com/currencies/titanium-bar/,TBAR,https://www.feixiaohao.com/currencies/titanium-bar/,199492.0,https://www.tbis.io/,"https://t.me/TbisOfficial , https://t.me/tbisinc",2018-03-27,5
459,Zap,https://coinmarketcap.com/currencies/zap/,ZAP,https://www.feixiaohao.com/currencies/zap/,36292.7,http://www.zap.org/,https://t.me/ZapStore,2018-01-11,3
460,DomRaider,https://coinmarketcap.com/currencies/domraider/,DRT,https://www.feixiaohao.com/currencies/domraider/,111471.0,https://token.domraider.com/,https://t.me/DomRaider_Chat,2017-10-20,3
461,Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,UQC,https://www.feixiaohao.com/currencies/uquid-coin/,3797990.0,https://uquidcoin.com/,https://t.me/uquidcoin,2017-12-14,5
462,Neumark,https://coinmarketcap.com/currencies/neumark/,NEU,https://www.feixiaohao.com/currencies/neumark/,186931.0,http://neufund.org/,https://t.me/neufund,2017-12-29,2
463,Olympus Labs,https://coinmarketcap.com/currencies/olympus-labs/,MOT,https://www.feixiaohao.com/currencies/olympus-labs/,234320.0,https://olympuslabs.io/,"http://t.me/olympuslabs , https://open.kakao.com/o/gROlDyC",2018-01-01,0
464,NoLimitCoin,https://coinmarketcap.com/currencies/nolimitcoin/,NLC2,https://www.feixiaohao.com/currencies/nolimitcoin/,34104.1,https://nolimitcoin.org/,"https://t.me/NoLimitCoinNLC2 , http://slack.nolimitcoin.org/",,3
465,Bismuth,https://coinmarketcap.com/currencies/bismuth/,BIS,https://www.feixiaohao.com/currencies/bismuth/,27248.3,http://bismuth.cz/,"https://discordapp.com/invite/dKVZd4z , https://cryptobismuth.slack.com/",2017-10-02,1
466,LoMoCoin,https://coinmarketcap.com/currencies/lomocoin/,LMC,https://www.feixiaohao.com/currencies/lomocoin/,21192.4,http://www.lomostar.com/,https://t.me/lomocoin,,4
467,MARK.SPACE,https://coinmarketcap.com/currencies/mark-space/,MRK,https://www.feixiaohao.com/currencies/mark-space/,1039370.0,https://mark.space/,https://t.me/markspaceio,2018-04-23,3
468,Credo,https://coinmarketcap.com/currencies/credo/,CREDO,https://www.feixiaohao.com/currencies/credo/,13110.9,https://bitbounce.com/credo,,2017-09-14,3
469,REBL,https://coinmarketcap.com/currencies/rebl/,REBL,https://www.feixiaohao.com/currencies/rebl/,2009650.0,https://www.rebellious.io/,"https://t.me/RebelliousCoin , https://discordapp.com/invite/q4yBxct",,0
470,Linda,https://coinmarketcap.com/currencies/linda/,LINDA,https://www.feixiaohao.com/currencies/linda/,83986.8,http://lindacoin.com/,https://discord.gg/SQR4uj4,2017-07-16,5
471,Docademic,https://coinmarketcap.com/currencies/docademic/,MTC,https://www.feixiaohao.com/currencies/docademic/,791269.0,https://docademic.com/,https://t.me/joinchat/GWeOM0Nc_R_htbcpJha7mA,2018-05-07,3
472,Bee Token,https://coinmarketcap.com/currencies/bee-token/,BEE,https://www.feixiaohao.com/currencies/bee-token/,31338.4,https://www.beetoken.com/,https://t.me/beetoken,2018-03-03,3
473,Rubycoin,https://coinmarketcap.com/currencies/rubycoin/,RBY,https://www.feixiaohao.com/currencies/rubycoin/,8310.91,http://www.rubycoin.org/,https://slack.rubycoin.org/,2014-02-17,3
474,Smartlands,https://coinmarketcap.com/currencies/smartlands/,SLT,https://www.feixiaohao.com/currencies/smartlands/,225026.0,https://smartlands.io/,https://t.me/smartlandschat,2018-01-26,2
475,Quantum,https://coinmarketcap.com/currencies/quantum/,QAU,https://www.feixiaohao.com/currencies/quantum/,3286.02,http://www.quantumproject.org/,https://t.me/QuantumProject,,4
476,SwissBorg,https://coinmarketcap.com/currencies/swissborg/,CHSB,https://www.feixiaohao.com/currencies/swissborg/,80314.5,https://swissborg.com/,https://t.me/SwissBorgChat,2018-02-03,6
477,Nimiq Exchange Token,https://coinmarketcap.com/currencies/nimiq/,NET,https://www.feixiaohao.com/currencies/nimiq/,177572.0,https://nimiq.com/,https://t.me/joinchat/AAAAAEJW-ozFwo7Er9jpHw,2017-06-11,2
478,BitSend,https://coinmarketcap.com/currencies/bitsend/,BSD,https://www.feixiaohao.com/currencies/bitsend/,71383.5,"http://www.bitsend.info/ , http://www.mybitsend.com/",,,5
479,Lendingblock,https://coinmarketcap.com/currencies/lendingblock/,LND,https://www.feixiaohao.com/currencies/lendingblock/,170589.0,https://lendingblock.com/,https://t.me/lendingblock,2018-04-30,4
480,Rialto,https://coinmarketcap.com/currencies/rialto/,XRL,https://www.feixiaohao.com/currencies/rialto/,5815.41,https://www.rialto.ai/,https://t.me/joinchat/AAAAAEJIJRvGtIsNu7zOvw,2017-07-16,4
481,Flixxo,https://coinmarketcap.com/currencies/flixxo/,FLIXX,https://www.feixiaohao.com/currencies/flixxo/,613123.0,https://www.flixxo.com/,https://t.me/flixxo,2017-11-26,3
482,B2BX,https://coinmarketcap.com/currencies/b2bx/,B2B,https://www.feixiaohao.com/currencies/b2bx/,301401.0,"https://www.b2bx.pro/ , http://b2bx.org/","https://t.me/B2BX_ICO_eng , https://open.kakao.com/o/gHLHTkC",2017-11-21,5
483,Myriad,https://coinmarketcap.com/currencies/myriad/,XMY,https://www.feixiaohao.com/currencies/myriad/,42025.0,http://myriadcoin.org/,"https://t.me/Myriadcoinofficial , https://discord.gg/A873Xkx",,3
484,Insights Network,https://coinmarketcap.com/currencies/insights-network/,INSTAR,https://www.feixiaohao.com/currencies/insights-network/,5570370.0,https://www.insights.network,https://t.me/InsightsNetwork,2018-03-03,5
485,Paragon,https://coinmarketcap.com/currencies/paragon/,PRG,https://www.feixiaohao.com/currencies/paragon/,98785.3,https://paragoncoin.com/,https://t.me/joinchat/Bvx800IXuCoe-QGoLXoVlQ,2017-10-27,2
486,Etheroll,https://coinmarketcap.com/currencies/etheroll/,DICE,https://www.feixiaohao.com/currencies/etheroll/,57230.3,"https://etheroll.com/ , https://etheroll.wordpress.com/",,,2
487,BitDegree,https://coinmarketcap.com/currencies/bitdegree/,BDG,https://www.feixiaohao.com/currencies/bitdegree/,26737.3,https://www.bitdegree.org/,https://t.me/bitdegree,2018-01-12,5
488,Cashaa,https://coinmarketcap.com/currencies/cashaa/,CAS,https://www.feixiaohao.com/currencies/cashaa/,58638.2,https://www.cashaa.com/,,2018-02-16,4
489,Polis,https://coinmarketcap.com/currencies/polis/,POLIS,https://www.feixiaohao.com/currencies/polis/,75057.4,https://polispay.org/,https://discord.gg/gwhHv8U,2018-01-10,4
490,Patientory,https://coinmarketcap.com/currencies/patientory/,PTOY,https://www.feixiaohao.com/currencies/patientory/,389136.0,"https://patientory.com/ , https://ptoy.org/",,2017-08-02,4
491,Swarm City,https://coinmarketcap.com/currencies/swarm-city/,SWT,https://www.feixiaohao.com/currencies/swarm-city/,168031.0,http://swarm.city/,,,4
492,NewYorkCoin,https://coinmarketcap.com/currencies/newyorkcoin/,NYC,https://www.feixiaohao.com/currencies/newyorkcoin/,24785.8,https://nycoin.community/,"https://discord.gg/euGaWRu , https://t.me/NewYorkCoinNYC",,2
493,OKCash,https://coinmarketcap.com/currencies/okcash/,OK,https://www.feixiaohao.com/currencies/okcash/,278437.0,http://okcash.co,,2014-11-24,6
494,Pure,https://coinmarketcap.com/currencies/pure/,PURE,https://www.feixiaohao.com/currencies/pure/,240157.0,https://purealt.org/,,2017-11-05,2
495,CargoX,https://coinmarketcap.com/currencies/cargox/,CXO,https://www.feixiaohao.com/currencies/cargox/,113659.0,https://cargox.io/,https://t.me/joinchat/GAKhBQ48675fRRMEd-kLcw,2018-02-01,3
496,Effect.AI,https://coinmarketcap.com/currencies/effect-ai/,EFX,https://www.feixiaohao.com/currencies/effect-ai/,61293.1,http://effect.ai/,https://t.me/effectai,2018-04-23,0
497,Auctus,https://coinmarketcap.com/currencies/auctus/,AUC,https://www.feixiaohao.com/currencies/auctus/,273086.0,https://auctus.org/,"https://t.me/AuctusProject , https://chat.auctus.org/",2018-04-20,3
498,Rise,https://coinmarketcap.com/currencies/rise/,RISE,https://www.feixiaohao.com/currencies/rise/,1554.08,https://rise.vision/,,2017-06-01,3
499,Clams,https://coinmarketcap.com/currencies/clams/,CLAM,https://www.feixiaohao.com/currencies/clams/,37579.3,http://clamcoin.org/,,2017-05-25,4
500,bitqy,https://coinmarketcap.com/currencies/bitqy/,BQ,https://www.feixiaohao.com/currencies/bitqy/,1328.4,https://bitqy.org/,,2017-08-28,1
501,GoldCoin,https://coinmarketcap.com/currencies/goldcoin/,GLD,https://www.feixiaohao.com/currencies/goldcoin/,16792.1,https://www.goldcoin.org/,https://t.me/goldcoin,,3
502,NeosCoin,https://coinmarketcap.com/currencies/neoscoin/,NEOS,https://www.feixiaohao.com/currencies/neoscoin/,187808.0,http://www.neoscoin.com,http://slack.neoscoin.com/,2016-07-25,2
503,Fluz Fluz,https://coinmarketcap.com/currencies/fluz-fluz/,FLUZ,https://www.feixiaohao.com/currencies/fluz-fluz/,5469.51,"https://www.fluzfluz.com/ , https://ico.fluzfluz.com/",https://t.me/fluzfluzico,2018-03-16,4
504,Musicoin,https://coinmarketcap.com/currencies/musicoin/,MUSIC,https://www.feixiaohao.com/currencies/musicoin/,44211.1,https://www.musicoin.org/,,,2
505,Devery,https://coinmarketcap.com/currencies/devery/,EVE,https://www.feixiaohao.com/currencies/devery/,134759.0,https://devery.io/,https://t.me/deverychat,2018-01-25,4
506,Debitum,https://coinmarketcap.com/currencies/debitum-network/,DEB,https://www.feixiaohao.com/currencies/debitum-network/,75743.4,https://debitum.network/,https://t.me/debitum,2018-03-14,2
507,Energycoin,https://coinmarketcap.com/currencies/energycoin/,ENRG,https://www.feixiaohao.com/currencies/energycoin/,7070.77,https://energycoin.eu/,,,1
508,Espers,https://coinmarketcap.com/currencies/espers/,ESP,https://www.feixiaohao.com/currencies/espers/,10065.2,"http://espers.io/ , http://cryptocoderz.com/espers.html","https://t.me/EspersCoin , https://discord.gg/hhYP8yT",,2
509,Oxycoin,https://coinmarketcap.com/currencies/oxycoin/,OXY,https://www.feixiaohao.com/currencies/oxycoin/,24460.2,https://oxycoin.io/,http://oxycoin.slack.com/,2017-11-11,3
510,Swarm,https://coinmarketcap.com/currencies/swarm-fund/,SWM,https://www.feixiaohao.com/currencies/swarm-fund/,5445.57,https://www.swarm.fund/,https://web.telegram.org/#/im?p=@swarmfund,2018-02-08,3
511,Block Array,https://coinmarketcap.com/currencies/block-array/,ARY,https://www.feixiaohao.com/currencies/block-array/,45705.3,https://www.blockarray.com,https://t.me/Block_Array,2018-01-24,4
512,Leadcoin,https://coinmarketcap.com/currencies/leadcoin/,LDC,https://www.feixiaohao.com/currencies/leadcoin/,811292.0,https://www.leadcoin.network/,https://t.me/LeadCoinNetwork,2018-03-13,2
513,SRCOIN,https://coinmarketcap.com/currencies/srcoin/,SRCOIN,https://www.feixiaohao.com/currencies/srcoin/,569662.0,https://www.srcoin.info/,https://t.me/SRCOIN_EN,2018-04-24,1
514,CoinFi,https://coinmarketcap.com/currencies/coinfi/,COFI,https://www.feixiaohao.com/currencies/coinfi/,295252.0,http://www.coinfi.com/,https://t.me/coinfi,2018-01-30,3
515,Hubii Network,https://coinmarketcap.com/currencies/hubii-network/,HBT,https://www.feixiaohao.com/currencies/hubii-network/,1103.83,https://www.hubii.network/,"https://t.me/hubiinetwork , https://discord.gg/Nt35Qzt",2017-10-10,4
516,Snovio,https://coinmarketcap.com/currencies/snovio/,SNOV,https://www.feixiaohao.com/currencies/snovio/,56663.0,"https://tokensale.snov.io/ , https://snov.io",https://t.me/snovio_ico,2017-12-09,4
517,Dovu,https://coinmarketcap.com/currencies/dovu/,DOVU,https://www.feixiaohao.com/currencies/dovu/,3288.22,https://dovu.io/,https://t.me/dovuofficial,2017-10-28,2
518,MktCoin,https://coinmarketcap.com/currencies/mktcoin/,MLM,https://www.feixiaohao.com/currencies/mktcoin/,61184.8,http://mktcoin.org/,,2018-02-11,2
519,EncrypGen,https://coinmarketcap.com/currencies/encrypgen/,DNA,https://www.feixiaohao.com/currencies/encrypgen/,87757.9,https://www.encrypgen.com/,https://gene-chain.slack.com/threads/,2017-11-21,5
520,Nexium,https://coinmarketcap.com/currencies/nexium/,NXC,https://www.feixiaohao.com/currencies/nexium/,14463.4,https://beyond-the-void.net/,https://discordapp.com/invite/tzjrWP,2016-12-19,3
521,LockTrip,https://coinmarketcap.com/currencies/lockchain/,LOC,https://www.feixiaohao.com/currencies/lockchain/,32664.6,https://locktrip.com/,https://t.me/LockTrip,2017-12-18,5
522,Rivetz,https://coinmarketcap.com/currencies/rivetz/,RVT,https://www.feixiaohao.com/currencies/rivetz/,49264.5,https://rivetz.com/,"https://t.me/rivetz_corp , https://discordapp.com/invite/VNrDBUV",2017-09-26,2
523,FintruX Network,https://coinmarketcap.com/currencies/fintrux-network/,FTX,https://www.feixiaohao.com/currencies/fintrux-network/,264911.0,https://www.fintrux.com/,https://t.me/FintruX,2018-04-23,4
524,FoldingCoin,https://coinmarketcap.com/currencies/foldingcoin/,FLDC,https://www.feixiaohao.com/currencies/foldingcoin/,56699.0,http://www.foldingcoin.net/,,2015-02-02,2
525,ICOS,https://coinmarketcap.com/currencies/icos/,ICOS,https://www.feixiaohao.com/currencies/icos/,15167.8,"https://icos.icobox.io/ , https://t.me/icobox_en",,2017-10-24,2
526,Target Coin,https://coinmarketcap.com/currencies/target-coin/,TGT,https://www.feixiaohao.com/currencies/target-coin/,31981.1,https://www.tgtcoins.com/,,2017-09-30,2
527,Graft,https://coinmarketcap.com/currencies/graft/,GRFT,https://www.feixiaohao.com/currencies/graft/,220007.0,https://www.graft.network/,https://t.me/joinchat/EneBw0RALAOjkSL2mdt2Gw,2018-03-09,1
528,Leverj,https://coinmarketcap.com/currencies/leverj/,LEV,https://www.feixiaohao.com/currencies/leverj/,6771.46,https://www.leverj.io/,https://t.me/joinchat/C-gLzkMqKr1zmoeS-ZQePg,2018-01-12,3
529,Bounty0x,https://coinmarketcap.com/currencies/bounty0x/,BNTY,https://www.feixiaohao.com/currencies/bounty0x/,101247.0,https://bounty0x.io/,https://t.me/bounty0x,2017-12-27,5
530,ATBCoin,https://coinmarketcap.com/currencies/atbcoin/,ATB,https://www.feixiaohao.com/currencies/atbcoin/,889175.0,https://atbcoin.com/,https://t.me/atbcoinchat,2017-09-20,6
531,PinkCoin,https://coinmarketcap.com/currencies/pinkcoin/,PINK,https://www.feixiaohao.com/currencies/pinkcoin/,109292.0,"http://getstarted.with.pink/ , https://pinkbuffaloz.com/",http://slack.with.pink/,2016-01-18,4
532,ATN,https://coinmarketcap.com/currencies/atn/,ATN,https://www.feixiaohao.com/currencies/atn/,160753.0,https://atn.io/,"https://t.me/ATN_Blockchain , https://t.me/ATN_Blockchain_EN",2018-01-12,4
533,Zilla,https://coinmarketcap.com/currencies/zilla/,ZLA,https://www.feixiaohao.com/currencies/zilla/,607621.0,https://zla.io/,"https://t.me/zilla_app , https://t.me/ZILLA_Chinese",2018-02-04,0
534,Gambit,https://coinmarketcap.com/currencies/gambit/,GAM,https://www.feixiaohao.com/currencies/gambit/,1334.47,http://www.gambitcrypto.com,,,1
535,The ChampCoin,https://coinmarketcap.com/currencies/the-champcoin/,TCC,https://www.feixiaohao.com/currencies/the-champcoin/,19721.3,http://thechampcoin.com/,,2017-08-16,1
536,ConnectJob,https://coinmarketcap.com/currencies/connectjob/,CJT,https://www.feixiaohao.com/currencies/connectjob/,268156.0,https://www.connectjob.io/,,2018-05-07,3
537,Ink Protocol,https://coinmarketcap.com/currencies/ink-protocol/,XNK,https://www.feixiaohao.com/currencies/ink-protocol/,151727.0,https://paywithink.com,https://t.me/paywithink,2018-03-01,3
538,Remme,https://coinmarketcap.com/currencies/remme/,REM,https://www.feixiaohao.com/currencies/remme/,459683.0,"https://remme.io/ , https://tokensale.remme.io/",https://t.me/remme,2018-02-27,3
539,Chronobank,https://coinmarketcap.com/currencies/chronobank/,TIME,https://www.feixiaohao.com/currencies/chronobank/,286803.0,https://chronobank.io/,https://telegram.me/ChronoBank,2016-12-15,6
540,JET8,https://coinmarketcap.com/currencies/jet8/,J8T,https://www.feixiaohao.com/currencies/jet8/,296308.0,https://jet8.io/,https://t.me/Jet8_ecosystem,2018-03-09,3
541,BitConnect,https://coinmarketcap.com/currencies/bitconnect/,BCC,https://www.feixiaohao.com/currencies/bitconnect/,1355.64,"https://www.bitconnect.co/ , https://bitconnectcoin.co/",,,1
542,Bulwark,https://coinmarketcap.com/currencies/bulwark/,BWK,https://www.feixiaohao.com/currencies/bulwark/,122054.0,https://bulwarkcrypto.com/,"https://t.me/bulwarkcrypto , https://discord.gg/a7vhegP",2017-12-09,3
543,GoByte,https://coinmarketcap.com/currencies/gobyte/,GBX,https://www.feixiaohao.com/currencies/gobyte/,126928.0,https://gobyte.network/,https://discord.gg/mDAeFzT,2017-11-21,6
544,Aventus,https://coinmarketcap.com/currencies/aventus/,AVT,https://www.feixiaohao.com/currencies/aventus/,76368.0,https://aventus.io/,,2017-09-07,6
545,AidCoin,https://coinmarketcap.com/currencies/aidcoin/,AID,https://www.feixiaohao.com/currencies/aidcoin/,2149440.0,https://www.aidcoin.co/,"https://t.me/aidcoincommunity , https://t.me/aidcoin",2018-01-25,4
546,DubaiCoin,https://coinmarketcap.com/currencies/dubaicoin-dbix/,DBIX,https://www.feixiaohao.com/currencies/dubaicoin-dbix/,40455.2,http://www.arabianchain.org/,,,3
547,LALA World,https://coinmarketcap.com/currencies/lala-world/,LALA,https://www.feixiaohao.com/currencies/lala-world/,346379.0,https://lalaworld.io,https://t.me/LaLaWorld,2018-03-13,5
548,Playkey,https://coinmarketcap.com/currencies/playkey/,PKT,https://www.feixiaohao.com/currencies/playkey/,335906.0,"https://playkey.io/ , https://playkey.net/",https://t.me/playkey_io,2017-12-14,3
549,HollyWoodCoin,https://coinmarketcap.com/currencies/hollywoodcoin/,HWC,https://www.feixiaohao.com/currencies/hollywoodcoin/,98731.6,http://hollywoodcoin.us/,https://t.me/hollywoodcoin,2017-12-14,2
550,Interplanetary Broadcast Coin,https://coinmarketcap.com/currencies/interplanetary-broadcast-coin/,IPBC,https://www.feixiaohao.com/currencies/interplanetary-broadcast-coin/,85738.9,https://ipbc.io/,https://t.me/ipbcenglish,2018-03-06,1
551,Russian Miner Coin,https://coinmarketcap.com/currencies/russian-mining-coin/,RMC,https://www.feixiaohao.com/currencies/russian-mining-coin/,984.297,https://rmc.one/,"https://t.me/RMC_ICO , https://t.me/RMC_ENG",2017-11-01,0
552,Aditus,https://coinmarketcap.com/currencies/aditus/,ADI,https://www.feixiaohao.com/currencies/aditus/,343848.0,https://www.aditus.net/,https://t.me/aditusnetwork,2018-04-21,4
553,Stealth,https://coinmarketcap.com/currencies/stealth/,XST,https://www.feixiaohao.com/currencies/stealth/,4540.91,https://stealth.org/,"https://stealthsend.slack.com/ , https://t.me/stealthsend",,0
554,IP Exchange,https://coinmarketcap.com/currencies/ip-exchange/,IPSX,https://www.feixiaohao.com/currencies/ip-exchange/,904428.0,https://ip.sx/,https://t.me/IPExchange,2018-03-28,4
555,Golos,https://coinmarketcap.com/currencies/golos/,GOLOS,https://www.feixiaohao.com/currencies/golos/,20908.1,https://golos.io/,https://telegram.me/golos_io,,2
556,Spectrecoin,https://coinmarketcap.com/currencies/spectrecoin/,XSPEC,https://www.feixiaohao.com/currencies/spectrecoin/,20710.7,https://spectreproject.io/,https://t.me/spectrecoin,,3
557,Mintcoin,https://coinmarketcap.com/currencies/mintcoin/,MINT,https://www.feixiaohao.com/currencies/mintcoin/,11201.0,http://www.mintcoinofficial.com,"https://discord.gg/qpGs76t , https://t.me/joinchat/AYSXZBGdWRH6jeIX_EJijg",,3
558,FedoraCoin,https://coinmarketcap.com/currencies/fedoracoin/,TIPS,https://www.feixiaohao.com/currencies/fedoracoin/,88859.3,https://www.tipsco.in/,https://discordapp.com/invite/3NefpcW,,2
559,Stipend,https://coinmarketcap.com/currencies/stipend/,SPD,https://www.feixiaohao.com/currencies/stipend/,95900.3,https://stipend.me/,https://discord.gg/vmVjtcQ,2018-03-28,1
