name,link,rating,start,end,website,telegram,telegram_count,facebook,facebook_count,twitter,twitter_count,symbol,platform,type,raised
equibit-group,https://icobench.com/ico/equibit-group/,2.4,1-Mar-17,31-Mar-17,https://www.equibitgroup.com/?utm_source=icobench,0,0,https://www.facebook.com/Equibit,805,https://twitter.com/equibit,3378,EQB,0,0,"$570,000 "
ezmarket,https://icobench.com/ico/ezmarket/,2.3,14-Oct-17,25-Nov-17,https://ezmarket.io/?utm_source=icobench,0,0,https://www.facebook.com/EZMarket-112233276141456/,160,https://twitter.com/ezmarketsupport,171,EZM,Ethereum,0,Unknown
game-com,https://icobench.com/ico/game-com/,2.4,1-Nov-17,30-Nov-17,https://game.com/?utm_source=icobench,https://t.me/gameico,2371,https://www.facebook.com/Gamecom-2055954348021983/,448,https://twitter.com/gamecom666,0,GTC,Ethereum,ERC20,0
gascompressorcoin,https://icobench.com/ico/gascompressorcoin/,2.8,17-Apr-18,31-May-18,http://gas-com.group?utm_source=icobench,https://t.me/joinchat/ILPhARA1-KSki46xGtBePA,169,https://www.facebook.com/Gascompressorgroup,105,https://twitter.com/Gascompressor_,110,GASC,Ethereum,ERC20,Unknown
genevieve-vc,https://icobench.com/ico/genevieve-vc/,2.5,20-Jan-18,25-Feb-18,https://genevieveco.io/?utm_source=icobench,https://t.me/GXCommunity,0,https://www.facebook.com/GenevieveVC/,0,https://twitter.com/genevieve_vc,6,GXVC,Ethereum,ERC223,"$5,735,000 "
genieico,https://icobench.com/ico/genieico/,3.5,13-Nov-17,28-Feb-18,https://www.genieico.net/?utm_source=icobench,https://t.me/joinchat/F9j7MhF-eb-t5SVPYptdyQ,4167,https://www.facebook.com/genieico/,7905,https://twitter.com/Genie_ICO,0,CGC,Ethereum,ERC20,0
geofunders,https://icobench.com/ico/geofunders/,2.4,25-Jun-17,25-Jul-17,http://www.geofounders.com/ico/?utm_source=icobench,0,0,https://www.facebook.com/geofounders,111,https://twitter.com/geofounders,120,GUNS,Ethereum,ERC20,"Unknown1,115.02509356 ETH "
global-finances,https://icobench.com/ico/global-finances/,2.4,29-Jan-18,25-Mar-18,https://globalfinances.io?utm_source=icobench,http://t.me/globalfinances,37,https://www.facebook.com/globalfinancesofficial/,18,https://twitter.com/Gfinances,7,GFXT,Ethereum,ERC20,"$3,000,000 "
gravel-coin,https://icobench.com/ico/gravel-coin/,2.6,15-Dec-17,31-Jan-18,http://www.gravelcoin.com/?utm_source=icobench,https://t.me/GRV_GravelCoin/,0,https://www.facebook.com/GravelCoin/,7071,https://twitter.com/GRV_GravelCoin/,1100,GRV,Ethereum,ERC20,Unknown
grow-amp-mine,https://icobench.com/ico/grow-amp-mine/,2.4,19-Mar-18,30-Apr-18,https://gmine.io/?utm_source=icobench,https://t.me/growandmine,0,https://www.facebook.com/GrowMine-233665593871507,0,https://twitter.com/mine_grow,9,GNM,Ethereum,ERC20,Unknown
hunt-bet,https://icobench.com/ico/hunt-bet/,2.4,11-Aug-17,2-Sep-17,http://huntbet.io?utm_source=icobench,0,0,https://www.facebook.com/huntbet/,779,https://twitter.com/Hunt_Bet,2296,HT,Ethereum,0,Unknown24.26103431 ETH 
izibits,https://icobench.com/ico/izibits/,2.4,8-Sep-17,22-Sep-17,http://www.izibits.io/?utm_source=icobench,https://t.me/izibits,36,https://www.facebook.com/izibits/,0,https://twitter.com/izibits,23,IZI,Ethereum,ERC20,Unknown
jiocoin,https://icobench.com/ico/jiocoin/,2.5,7-Apr-18,17-May-18,https://jiocoins.io?utm_source=icobench,https://t.me/joinchat/Hk0fZ0yx2neOixOGN0w8SQ,0,0,0,https://twitter.com/jiocointoken,1669,JIO,Ethereum,ERC20,"$30,000,000 "
kala-token,https://icobench.com/ico/kala-token/,2.4,27-Nov-17,31-Mar-18,https://go.kalatoken.io/?utm_source=icobench,0,0,0,0,https://twitter.com/KalaToken,254,KALA,Ethereum,ERC20,"$7,500,000 "
katalyst-coin,https://icobench.com/ico/katalyst-coin/,2.5,15-Jan-18,15-Feb-18,https://katalystcoin.com/?utm_source=icobench,https://t.me/katalystplatform,610,https://www.facebook.com/katalystcoin,856,https://twitter.com/katalystcoin,51,KatalystCoin,Waves,0,"$280,000 "
kerberos-ico,https://icobench.com/ico/kerberos-ico/,2.4,1-Apr-18,1-May-18,http://www.Kerberoscoin.org?utm_source=icobench,https://t.me/Kerberoscoin,328, https://web.facebook.com/herman.venter.986,0,https://twitter.com/KerberosCoin,246,KRC,Ethereum,ERC20,"$656,800 "
kevin,https://icobench.com/ico/kevin/,2.5,17-Oct-17,22-Dec-17,https://www.getkevin.io/?utm_source=icobench,http://t.me/getkevin,178,0,0,https://twitter.com/getkevin,28,KVT,Ethereum,ERC20,Unknown
kexcoin,https://icobench.com/ico/kexcoin/,2.4,15-Sep-17,15-Oct-17,https://kexcoin.com/?utm_source=icobench,https://t.me/joinchat/CHwvZEHIZ2FIfDHhm6UAdQ,311,https://www.facebook.com/Kexcoin-117938462165147/,3674,https://twitter.com/kexcoinofficial,3992,KEX,Bitshares,0,"$1,100,000193.57000000 BTC "
lavenir-ico,https://icobench.com/ico/lavenir-ico/,2.3,4-Apr-18,4-May-18,http://www.lavenir.io?utm_source=icobench,0,0,https://www.facebook.com/LavenirICO,0,https://www.twitter.com/LavenirICO,232,LVR,Ethereum  , ERC20,Unknown
liquid-bonus-loyalty-ico,https://icobench.com/ico/liquid-bonus-loyalty-ico/,2.4,18-Feb-18,1-May-18,https://liqbo.com/en/?utm_source=icobench,https://t.me/LiquidBonus,19,https://www.facebook.com/LiquidBonus/,1,https://twitter.com/Liquid_Bonus,57,LiBO,0,ERC20,Unknown
melonport,https://icobench.com/ico/melonport/,2.4,15-Feb-17,16-Feb-17,https://melonport.com?utm_source=icobench,0,0,https://www.facebook.com/melonport/,499,https://twitter.com/melonport,15618,MLN,0,0,0
metal,https://icobench.com/ico/metal/,2.6,9-Jun-17,9-Jun-17,https://www.metalpay.com/?utm_source=icobench,https://t.me/metalpay,201,https://www.facebook.com/metalpaysme/,2398,https://twitter.com/metalpaysme,33104,MTL,Ethereum,0,0
mos-lottery,https://icobench.com/ico/mos-lottery/,2.4,1-May-18,31-May-18,https://moscoin.io/home.html?utm_source=icobench,https://t.me/moscoin,22154,http://www.facebook.com/MOS-Lottery-2056069334612750,0,http://twitter.com/MOSLottery,8950,MOS,Ethereum,ERC223,"$3,130,000 "
mossland,https://icobench.com/ico/mossland/,2.4,21-Mar-18,18-Apr-18,http://moss.land/?utm_source=icobench,https://t.me/mossland,1241,https://www.facebook.com/TheMossland/,5960,https://twitter.com/TheMossland,5303,MOC,Ethereum,ERC-20,"$6,000,000 "
mountain-resorts,https://icobench.com/ico/mountain-resorts/,2,1-May-18,1-Jun-18,https://ico.mountainresorts.io/?utm_source=icobench,https://t.me/mountainresortsico,16,0,0,https://twitter.com/MountainICO,2,MRLP,Waves,0,Unknown
mtk,https://icobench.com/ico/mtk/,2.4,1-Apr-18,29-Apr-18,https://matrikas.io/?utm_source=icobench,0,0,https://www.facebook.com/matrikas.coins.7,0,https://twitter.com/MatrikasCoins,0,MTK,Ethereum,ERC20,"$15,000,000 "
mytime,https://icobench.com/ico/mytime/,2.1,24-Mar-18,24-Mar-18,https://mytc.io/?utm_source=icobench,https://t.me/mytimecoin_en,0,https://www.facebook.com/My-Time-Coin-1450240561736002/,2319,https://twitter.com/MyTimeCoin,0,MTT,0,0,"$3,500,000 "
ourtell,https://icobench.com/ico/ourtell/,2.4,1-Apr-18,1-May-18,https://ourtell.co/?utm_source=icobench,https://telegram.me/ourtell,2966,0,0,0,0,OTL,Ethereum,ERC20,Unknown
polybius,https://icobench.com/ico/polybius/,2.5,31-May-17,30-Jun-17,https://polybius.io/?utm_source=icobench,https://t.me/polybius_eng,3549,https://www.facebook.com/projectpolybius/,0,https://twitter.com/PolybiusBank,0,PLBT,Ethereum,0,0
pryze,https://icobench.com/ico/pryze/,2.4,1-Dec-17,30-Jan-18,https://www.pryze.com/?utm_source=icobench,https://t.me/pryzeinc,1710,https://www.facebook.com/pryzeinc/,0,https://twitter.com/PryzeHQ,41395,PRYZ,Ethereum,ERC20,Unknown
reality-clash,https://icobench.com/ico/reality-clash/,2.4,29-Aug-17,29-Sep-17,http://reality-clash.com/?utm_source=icobench,0,0,https://www.facebook.com/RealityClash-298707873925397/,54724,https://twitter.com/reality_clash,37951,RCC,0,ERC20,"$2,533,9278,795.00000000 ETH "
reidao,https://icobench.com/ico/reidao/,2.1,2-Oct-17,27-Oct-17,http://www.reidao.io/?utm_source=icobench,0,0,http://facebook.com/REIDAOio,17451,http://twitter.com/REIDAOio,25938,0,0,0,Unknown
rialto-ai,https://icobench.com/ico/rialto-ai/,3,1-Jul-17,14-Jul-17,https://www.rialto.ai/?utm_source=icobench,0,0,https://www.facebook.com/RIALTOAI-1908809969366651/,1127,https://twitter.com/RialtoAI,4892,XRL,0,0,0
ripio-credit-network,https://icobench.com/ico/ripio-credit-network/,2.4,17-Oct-17,12-Nov-17,https://ripiocredit.network/?utm_source=icobench,https://t.me/RCNtalk,4263,0,0,https://twitter.com/RCN_token,21600,RCN,0,0,0
rix,https://icobench.com/ico/rix/,2.5,16-Apr-18,16-May-18,http://rix.foundation?utm_source=icobench,http://t.me/rixfoundation Rix,0,0,0,https://twitter.com/FoundationRix,19,RIX,Ethereum,ERC20,Unknown
sga-consulting,https://icobench.com/ico/sga-consulting/,2.4,21-Sep-17,20-Nov-17,https://sgaico.com/?utm_source=icobench,https://t.me/sgaico,52,0,0,https://twitter.com/sga_consulting,185,SGA,Ethereum,0,Unknown
smartbillions,https://icobench.com/ico/smartbillions/,2.4,16-Oct-17,30-Oct-17,https://smartbillions.com/?utm_source=icobench,https://t.me/SmartBillions,172,https://www.facebook.com/smartbns/,2826,http://twitter.com/smartbns/,1801,PLAY,Ethereum,ERC20,0
smartcity,https://icobench.com/ico/smartcity/,2.4,1-Feb-18,31-Mar-18,https://makesmart.city/?utm_source=icobench,http://www.t.me/SmartCityICO,122,https://www.facebook.com/SmartCity-ICO-141944339907227/,17,https://twitter.com/SmartCity_ICO,33,SCT,Ethereum,ERC20,Unknown
smartgold,https://icobench.com/ico/smartgold/,2.6,25-Jan-18,25-Apr-18,https://smartgold.so?utm_source=icobench,https://t.me/SmartGoldEng,531,https://www.facebook.com/SmartGold-146213982711086/,945,https://twitter.com/SmartGoldToken,854,SGT,UNIVERSA,ERC20,"$4,274,582 "
smartmesh,https://icobench.com/ico/smartmesh/,2.4,29-Nov-17,28-Dec-17,https://smartmesh.io/?utm_source=icobench,https://t.me/joinchat/Gtmz1BBC45M1Gj2vkGZwZA,20996,0,0,https://twitter.com/smart_mesh,3805,SMT,Ethereum,0,0
spaceico,https://icobench.com/ico/spaceico/,2.4,15-Oct-17,15-Nov-17,https://spaceico.io/?utm_source=icobench,https://t.me/Spaceicodotio,0,0,0,https://twitter.com/spaceico,214,SIO,Ethereum,ERC20,Unknown
starta,https://icobench.com/ico/starta/,2.4,4-Jul-17,3-Aug-17,https://startaico.com/?utm_source=icobench,0,0,https://www.facebook.com/startaico,1638,https://twitter.com/startaico,0,Start,0,0,0
stash,https://icobench.com/ico/stash/,2.4,22-Oct-17,19-Nov-17,https://www.stashpay.io/?utm_source=icobench,0,0,https://www.facebook.com/stashpay.io/,1842,https://twitter.com/stashpay,3592,STP,Ethereum,ERC20,Unknown
stokit,https://icobench.com/ico/stokit/,2.4,10-Dec-17,15-Dec-17,https://www.stokit.io/?utm_source=icobench,0,0,https://www.facebook.com/Stokit-127942364537674/,0,https://twitter.com/stokit_io,20,STO,NEO,0,0
synereo,https://icobench.com/ico/synereo/,2.2,18-Sep-16,18-Oct-16,http://www.synereo.com?utm_source=icobench,0,0,https://www.facebook.com/synereo/,6968,https://twitter.com/synereo,26840,AMP,Omni,0,0
synexcoin,https://icobench.com/ico/synexcoin/,2.4,1-Apr-18,1-Jun-18,https://www.synexcoin.com?utm_source=icobench,https://t.me/synexcoin_com,5376,0,0,https://twitter.com/synexcoin,6149,SYC,Ethereum,ERC20,"$370,120 "
synth,https://icobench.com/ico/synth/,2.7,11-May-18,11-Jun-18,https://synth.network/?utm_source=icobench,0,0,https://www.facebook.com/Synth-1700777289977614,1076,https://twitter.com/Synth_network,35,SNH,0,0,"$2,000,000 "
taas,https://icobench.com/ico/taas/,3.2,27-Mar-17,28-Apr-17,https://www.taas.fund/?utm_source=icobench,0,0,https://www.facebook.com/taasfund/,4154,https://twitter.com/taasfund,12229,TaaS,Ethereum,0,0
talenter,https://icobench.com/ico/talenter/,2.3,15-Feb-18,6-Apr-18,https://www.talenter.io/?utm_source=icobench,0,0,https://www.facebook.com/talenter.io/,2929,https://twitter.com/Talenter_io,17534,TLT,Ethereum,ERC20,Unknown
thought,https://icobench.com/ico/thought/,2.6,1-Mar-18,30-Apr-18,https://thought.live?utm_source=icobench,https://t.me/thoughtcommunity,500,https://www.facebook.com/ThoughtTHT/,0,https://twitter.com/Thought_THT,650,THT,Proprietary,0,"$22,300,000 "
tiger-token,https://icobench.com/ico/tiger-token/,2.4,25-Feb-18,1-Apr-18,http://www.tigertoken.co/?utm_source=icobench,https://t.me/TigerBECgroup,493,0,0,https://twitter.com/TigerPartyBEC,1203,TGK,Ethereum,ERC20,Unknown
tradebit,https://icobench.com/ico/tradebit/,2.4,28-Feb-18,20-Mar-18,https://www.tradebit.me/?utm_source=icobench,0,0,https://www.facebook.com/TradeBit-151732135597864/,0,https://twitter.com/TradeBitToken,408,TBT,Ethereum,ERC20,0
tripally,https://icobench.com/ico/tripally/,2.4,18-Oct-17,30-Nov-17,https://tripally.co?utm_source=icobench,0,0,https://www.facebook.com/TripAllyWorld,0,https://twitter.com/TripAllyWorld,2429,ALLY,0,0,"$567,562 "
twixacoin,https://icobench.com/ico/twixacoin/,2.4,29-Mar-18,20-Apr-18,https://www.twixacoin.com?utm_source=icobench,https://t.me/Twixacoin,192,https://www.facebook.com/Twixacoin-131038314244738/,0,0,0,TWIX,Ethereum,ERC20,Unknown
ultrashares,https://icobench.com/ico/ultrashares/,2.3,23-Jun-18,3-Jun-18,http://www.ultrashares.io/ICO/?utm_source=icobench,https://t.me/ultrashares_group,0,0,0,https://twitter.com/ultrashares7,473,CWS,Ethereum,ERC20,Unknown
unolabo,https://icobench.com/ico/unolabo/,2.4,25-Jan-18,30-Apr-18,http://ico.unolabo.io/?utm_source=icobench,https://t.me/UnlbTokenSale,93,https://www.facebook.com/unolaboglobal/,0,https://twitter.com/UNOLABOglobal,145,UNLB,Ethereum,ERC20,"$737,773 "
upfiring,https://icobench.com/ico/upfiring/,2.4,3-Oct-17,31-Oct-17,https://www.upfiring.com/?utm_source=icobench,0,0,https://www.facebook.com/upfiring,0,https://www.twitter.com/upfiringHQ,5074,UFR,0,0,"$258,481 "
vaultbank,https://icobench.com/ico/vaultbank/,2.6,18-Jan-18,18-Feb-18,https://vaultbank.io/?utm_source=icobench,http://t.me/VaultbankICO,1947,https://www.facebook.com/vaultbank.io,0,https://twitter.com/vaultbankico,0, VB,0,0,"$10,000,000 "
ventana,https://icobench.com/ico/ventana/,2.4,14-Aug-17,11-Sep-17,https://www.veredictum.io/?utm_source=icobench,0,0,http://facebook.com/veredictum.io,0,http://twitter.com/veredictumio,1746,VENTANA,Ethereum,ERC20,Unknown
ventured-network,https://icobench.com/ico/ventured-network/,2.4,10-Nov-17,10-Dec-17,https://ventured.one/?utm_source=icobench,0,0,https://www.facebook.com/venturednetwork,0,https://twitter.com/venturednetwork,133,VCN,Ethereum,MiniMe,Unknown
vestopia,https://icobench.com/ico/vestopia/,2.4,25-Jan-18,26-Mar-18,https://www.vestopia.io/?utm_source=icobench,https://t.me/Vestopia,0,https://www.facebook.com/VestopiaICO/,0,https://twitter.com/vestopia_ico,1566,VTP,Ethereum,ERC20,"$5,401,552 "
voxxo,https://icobench.com/ico/voxxo/,2.5,1-Nov-17,6-Jun-18,https://voxxo.io/?utm_source=icobench,https://t.me/voxxomusic,151,https://facebook.com/voxxomusic,0,https://twitter.com/voxxomusic,4683,VOXXO,Ethereum,ERC20,"$282,000 "
wagerr,https://icobench.com/ico/wagerr/,2.4,1-Jun-17,25-Jun-17,https://wagerr.com/?utm_source=icobench,0,0,https://www.facebook.com/wagerr,0,https://twitter.com/wagerrx,17172,WGR,Waves,0,0
whitestone-coin,https://icobench.com/ico/whitestone-coin/,2.4,25-Jan-18,3-Apr-18,https://whs-coin.com/?utm_source=icobench,https://t.me/Whitestonegroup,165,https://www.facebook.com/Whitestone-Coin-1382241945234829/,0,https://twitter.com/WhitestoneCoin,50,WHS,Ethereum,ERC20,Unknown
wiseplat,https://icobench.com/ico/wiseplat/,2.4,25-Nov-17,31-Dec-17,https://oswiseplat.org/?utm_source=icobench,https://t.me/OSWISEPLAT,173,https://www.facebook.com/OSWISEPLAT,0,https://twitter.com/OSWISEPLAT,540,WISE,Ethereum,ERC20,Unknown
3d-token,https://icobench.com/ico/3d-token/,2.3,1-Jan-18,11-Feb-18,https://www.3d-token.com?utm_source=icobench,https://t.me/ico_3dtoken,159,https://www.facebook.com/3dtokenico,0,0,0,3DT,0,ERC20,"$11,892,381 "
aaramco,https://icobench.com/ico/aaramco/,1.9,24-Apr-18,7-Jun-18,https://www.aramcocoin.io?utm_source=icobench,https://t.me/aramcocoin1,0,https://www.facebook.com/Aramcocoin-412919849153792/,0,https://twitter.com/ARAMCOCOIN1,0,ARM,Ethereum,ERC20,0
alttradex,https://icobench.com/ico/alttradex/,2.3,25-Oct-17,5-Dec-17,http://www.alttradex.com/?utm_source=icobench,https://t.me/joinchat/FgrgTwqR9BrhacTG0INdHQ,84,https://www.facebook.com/Alttradex/,0,http://www.twitter.com/alttradex,1668,ATXT,Ethereum,ERC20,Unknown
arbidex,https://icobench.com/ico/arbidex/,2.8,23-Jan-18,28-Feb-18,http://arbidex.uk.com?utm_source=icobench,https://t.me/joinchat/CzZcC0V06Q2R_67d9ePHyA,4025,https://www.facebook.com/arbidextoken,0,https://twitter.com/ArbidexToken,1653,ABX,Ethereum,ERC20,"$16,239,980 "
asseta,https://icobench.com/ico/asseta/,2.3,2-Feb-18,28-Feb-18,http://ico.asseta.eu/?utm_source=icobench,0,0,0,0,https://twitter.com/assetabank,547,0,Ethereum,ERC20,"$23,904,650 "
banana-papa,https://icobench.com/ico/banana-papa/,2.3,14-Apr-18,28-May-18,https://bananapapa.com/en/?utm_source=icobench,https://t.me/bananapapa,36,https://www.facebook.com/groups/bananapapacom/,0,0,0,BPC,Ethereum,ERC20,0
bannercoin,https://icobench.com/ico/bannercoin/,2.3,15-Sep-17,31-Oct-17,https://www.bannerview.com/?utm_source=icobench,0,0,0,0,https://www.twitter.com/bannerview/,10297,BCOIN,Ethereum,ERC20,Unknown
bitdice,https://icobench.com/ico/bitdice/,2.4,15-Aug-17,15-Sep-17,https://www.bitdice.me/?utm_source=icobench,0,0,0,0,https://twitter.com/BitDice,3504,CSNO,Ethereum,ERC223,0
blockstack,https://icobench.com/ico/blockstack/,2.6,16-Nov-17,1-Dec-17,https://blockstack.org/?utm_source=icobench,0,0,0,0,https://www.twitter.com/blockstack,22910,Blockstack Token,0,0,"$52,000,000 "
bloomzed,https://icobench.com/ico/bloomzed/,2.3,17-Jan-18,17-Feb-18,http://bloomzed.io/?utm_source=icobench,https://t.me/bloomzed,78,https://facebook.com/bloomzedinfo,0,https://twitter.com/BloomzedInfo,848,BZT,Ethereum,ERC20,Unknown
bondkick-syndicate,https://icobench.com/ico/bondkick-syndicate/,2.3,6-Nov-17,31-Jan-18,https://www.bondkick.com/?utm_source=icobench,http://t.me/bondkick,11,https://www.facebook.com/bondkickcom,0,https://twitter.com/bondkickcom,1132,XBK,Ethereum,ERC20,Unknown
bowhead-health,https://icobench.com/ico/bowhead-health/,2.2,17-Jul-17,31-Aug-17,https://www.bowheadhealth.com/?utm_source=icobench,0,0,https://www.facebook.com/bowheadhealth,0,https://twitter.com/bowheadhealth,1865,AHT,0,0,"$1,000,000 "
cajutel-sarl,https://icobench.com/ico/cajutel-sarl/,2.3,18-Sep-17,30-Nov-17,http://www.cajutel.gw/?utm_source=icobench,https://t.me/cajutel,705,https://www.facebook.com/ICOCajutel/,0,https://twitter.com/cajutel,2230,CAJUTEL,Ethereum,ERC20,"$152,598 "
careerxon,https://icobench.com/ico/careerxon/,2.3,4-Nov-17,5-Nov-17,https://careerxon.com/?utm_source=icobench,0,0,https://www.facebook.com/CareerXon-321048201700429/,0,https://twitter.com/careerxon,291,CRN,Ethereum,0,Unknown
clickabletv,https://icobench.com/ico/clickabletv/,2.3,11-Mar-18,11-Jun-18,https://clickabletv.io/?utm_source=icobench,https://t.me/clickabletv,54,https://www.facebook.com/Across-Platforms-121596401196849/,0,https://twitter.com/AcrossPlatforms,0,CTV,Ethereum,ERC20,Unknown
coin-mine-australia,https://icobench.com/ico/coin-mine-australia/,2.3,2-Apr-18,11-Jun-18,https://coinmineaustralia.com?utm_source=icobench,https://telegram.me/coinmineau/,0,https://www.facebook.com/CoinMineAU,0,https://twitter.com/coinmineau/,107,CMA,Ethereum,ERC20,Unknown
coinanx,https://icobench.com/ico/coinanx/,2.3,17-Apr-18,7-May-18,https://coinanx.com/?utm_source=icobench,https://t.me/joinchat/GwmdJRFXs-TeDkMzRLROeA,15574,https://www.facebook.com/coinanx/,0,https://twitter.com/coinanx,13441,ANX,Ethereum,ERC20,Unknown
coinjob,https://icobench.com/ico/coinjob/,2.3,14-Jul-17,14-Aug-17,https://www.coinjob.net?utm_source=icobench,0,0,https://www.facebook.com/CoinJob,0,https://twitter.com/goCoinJob,526,XCJ,Ethereum,0,"$7,63924.76175675 ETH "
connectius,https://icobench.com/ico/connectius/,2.1,20-Nov-17,20-Dec-17,http://www.connectius.com/?utm_source=icobench,0,0, https://www.facebook.com/solidgodhere,0,https://www.twitter.com/daviddrakevc,14921,CNT,Ethereum,ERC20,0
crypto-trust-network,https://icobench.com/ico/crypto-trust-network/,2.7,22-Dec-17,22-Feb-18,https://cryptotrust.network/?utm_source=icobench,0,0,0,0,http://twitter.com/CTNCrypto,0,CTN,Ethereum,ERC20,Unknown
cryptoalias,https://icobench.com/ico/cryptoalias/,2.6,20-Dec-17,20-Feb-18,https://www.cryptoalias.io/?utm_source=icobench,0,0,https://www.facebook.com/cryptoalias,0,https://twitter.com/CryptoAlias_ALS,443,ALS,Ethereum,ERC20,"$55,697 "
cryptoglobal-markets,https://icobench.com/ico/cryptoglobal-markets/,2.2,30-Apr-18,1-Jun-18,https://www.cryptoglobal.uk/?utm_source=icobench,https://t.me/joinchat/GuFq3xEUqtvN99teWM9H2A,0,http://www.facebook.com/cryptoglobal.uk,0,http://www.twitter.com/cryptoglobalx,4601,CGX,Ethereum,ER20,"$50,000 "
cryptostarter,https://icobench.com/ico/cryptostarter/,2.4,9-Apr-18,9-May-18,https://cryptostarter.io?utm_source=icobench,https://t.me/cryptostarterio,44,https://www.facebook.com/cryptostarter.io,0,https://twitter.com/cryptostarterio,296,CST,Ethereum,ERC20,Unknown
cryptoxpress,https://icobench.com/ico/cryptoxpress/,2.3,20-Jan-18,20-Feb-18,https://cryptox.press?utm_source=icobench,https://t.me/crypto_xpress,5464,0,0,https://twitter.com/crypto_xpress,10915,XPT,Ethereum,ERC20,"$90,96185.01000000 ETH "
cryptoya,https://icobench.com/ico/cryptoya/,2.3,26-Apr-18,21-Jun-18,https://cryptoya.io/?utm_source=icobench,0,0,https://www.facebook.com/Cryptoya/,0,0,0,CRA,Ethereum,ERC20,Unknown
data-trading,https://icobench.com/ico/data-trading/,2.1,18-Dec-17,22-Feb-18,https://data-trading.com/?utm_source=icobench,0,0,https://fb.me/DataTrading,0,https://twitter.com/datatrading_,308,DTT,0,0,0
dealbox,https://icobench.com/ico/dealbox/,2.3,19-Nov-17,19-Jan-18,https://dlbx.io/?utm_source=icobench,https://t.me/DealBoxCommunity,308,https://www.facebook.com/dlbx.io/,0,0,0,DLBX,Ethereum,ERC20 ,Unknown
deckswap,https://icobench.com/ico/deckswap/,2.3,24-Oct-17,24-Nov-17,https://deckswap.com/?utm_source=icobench,0,0,https://www.facebook.com/deckswap/,0,https://twitter.com/deckswap,173,DEK,Ethereum,ERC20,Unknown
dentalfix,https://icobench.com/ico/dentalfix/,2.3,13-Aug-17,13-Sep-17,http://www.che-ss.com/?utm_source=icobench,0,0,https://www.facebook.com/DentalfixK/,0,https://twitter.com/DentalfixK,399,DFBT,Waves,0,Unknown
destineyai,https://icobench.com/ico/destineyai/,2.3,19-Mar-18,7-May-18,https://www.destiney-ai.com?utm_source=icobench,0,0,https://www.facebook.com/Destiney-Vision-156375528494076,0,https://twitter.com/DestineyVision,6,ScudoCoin,Counterparty,Counterparty,Unknown
dorado,https://icobench.com/ico/dorado/,3.5,7-Feb-18,16-May-18,https://www.dorado.tech/?utm_source=icobench,https://t.me/doradoico,9520,https://www.facebook.com/Dorado-ICO-316447595542205/,0,https://twitter.com/Dorado_ICO,2359,DOR,Ethereum,ERC20,0
dropanswer,https://icobench.com/ico/dropanswer/,2.3,15-Nov-17,15-Dec-17,https://www.dropanswer.social?utm_source=icobench,https://t.me/DropAnswer,992,https://www.facebook.com/DropAnswer-273064573201165,0,https://www.dropanswer.social/#,1439,DeeCoin,Ethereum,0,Unknown
ecko-coin,https://icobench.com/ico/ecko-coin/,2,2-Feb-18,10-May-18,https://eckocoin.com/?utm_source=icobench,https://t.me/joinchat/Dn1_L0xW2CTxTdXJJ737uA,1204,https://www.facebook.com/EckoCoin,0,https://twitter.com/EckoCoin,487,ECKO,x13 ,POS,"$1,000,000 "
edgeless,https://icobench.com/ico/edgeless/,2.6,28-Feb-17,21-Mar-17,https://edgeless.io/?utm_source=icobench,0,0,https://www.facebook.com/EdgelessCasino/,0,https://twitter.com/edgelessproject,40058,EDG,Ethereum,0,0
ekash,https://icobench.com/ico/ekash/,2.3,1-Mar-18,30-Apr-18,https://kash.email/?utm_source=icobench,http://t.me/e_kash,6401,https://www.facebook.com/ekash.coin/,0,https://twitter.com/ekash_coin,0,EKH,ETH,ERC20,"$10,374,758 "
erpcoin,https://icobench.com/ico/erpcoin/,2.3,20-Feb-18,22-Mar-18,https://erpcoin.io/?utm_source=icobench,https://t.me/erpcoin,260,https://www.facebook.com/Erpcoin/,0,https://twitter.com/erpcoin,2744,ERPCOIN,0,0,Unknown
exsulcoin,https://icobench.com/ico/exsulcoin/,2,12-Feb-18,14-Mar-18,https://www.exsulcoin.com/?utm_source=icobench,https://t.me/joinchat/Civ-nQ5iADEGz0crOVRddw,92,https://www.facebook.com/exsulcoin/,0,https://twitter.com/ExsulCoin,2372,XUL,Ethereum,ERC20,"$10,000,000 "
filecoin,https://icobench.com/ico/filecoin/,2.9,10-Aug-17,10-Sep-17,https://filecoin.io/?utm_source=icobench,0,0,https://www.facebook.com/MineFilecoin/,0,https://twitter.com/minefilecoin,22613,FIL,Filecoin network,0,0
follex,https://icobench.com/ico/follex/,2.3,Unknown,23-Apr-18,https://www.follex.io/?utm_source=icobench,https://t.me/joinchat/GrGyQRDyQuATTP7fge94OQ,6668,https://www.facebook.com/FollexICO/,0,https://twitter.com/FollexICO,6635,SET,Ethereum,ERC20,Unknown
fortitude-ranch,https://icobench.com/ico/fortitude-ranch/,2.8,7-Dec-17,30-Jan-18,https://www.fortituderanch.com/?utm_source=icobench,0,0,https://www.facebook.com/fortituderanch/,0,https://twitter.com/FortitudeRanch,44,FR,Ethereum,ERC20,"$250,000 "
garuda-energy,https://icobench.com/ico/garuda-energy/,2.3,25-Mar-18,24-Apr-18,https://garuda.energy/?utm_source=icobench,http://t.me/garudaenergyofficial,5,0,0,https://twitter.com/garuda_energy,375,GRD,Ethereum,ERC20,"$10,000,000 "
